alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1739742105.6282,transparent,5238.6525176292,1739714097.5097,"AS45758 Triple T Broadband Public Company Limited",TTBP-AS-AP,"Si Sa Ket",Asia,AS,Thailand,TH,,false,"Triple T Broadband Public Company Limited",15.1147,104.3183,false,"Triple T Broadband Public Company Limited",false,"Si Sa Ket",success,Asia/Bangkok,33140,1739714099,1739742105.6282,8080,http,http://171.5.137.133:8080,false,6680.7494163513,43,367,10.487804878049,171.5.137.133
true,1739742105.5985,transparent,9847.3236505886,1739379994.6709,,,Belgrade,Europe,EU,Serbia,RS,"New Belgrade",false,"TELEKOM SRBIJA a.d",44.8178,20.4124,false,"TELEKOM SRBIJA a.d",false,"Central Serbia",success,Europe/Belgrade,,1739384436,1739742105.5985,3128,http,http://178.250.136.77:3128,false,13748.21305275,217,4865,4.2699724517906,178.250.136.77
true,1739742105.4836,transparent,9313.6465919828,1739380494.4897,,,Belgrade,Europe,EU,Serbia,RS,"New Belgrade",false,"TELEKOM SRBIJA a.d",44.8178,20.4124,false,"TELEKOM SRBIJA a.d",false,"Central Serbia",success,Europe/Belgrade,,1739385959,1739742105.4836,3128,http,http://178.250.136.18:3128,false,13868.248701096,206,4925,4.0148119274995,178.250.136.18
true,1739742105.1024,transparent,5631.6819521618,1733589480.3097,"AS141921 PT Jaringan Keluarga Bersama",IDNIC-ISEVEN-AS-ID,Tangerang,Asia,AS,Indonesia,ID,,false,"PT Jaringan Keluarga Bersama",-6.17806,106.63,false,"PT Jaringan Keluarga Bersama",true,Banten,success,Asia/Jakarta,,1739317432,1739742105.1024,2016,http,http://103.165.155.22:2016,false,2970.6001281738,9576,74982,11.324771162989,103.165.155.22
true,1739741912.068,transparent,3338.5029210745,1739243015.0661,"AS10010 TOKAI Communications Corporation",TOKAI,Shimada,Asia,AS,Japan,JP,,false,"TOKAI Communications Corporation",34.8244,138.2192,false,TOKAI,false,Shizuoka,success,Asia/Tokyo,427-0011,1739243016,1739742104.3683,8080,http,http://27.98.187.152:8080,false,764.44053649902,2996,4380,40.618221258134,27.98.187.152
true,1739742103.7801,elite,3295.4625530941,1739712511.832,"AS140061 Qinghai Telecom",CHINANET-Qinghai-AS-AP,Nomhon,Asia,AS,China,CN,,false,"China Telecom",35.7448,96.4077,false,"Chinanet QH",false,Qinghai,success,Asia/Shanghai,,1739713037,1739742103.7801,8118,http,http://220.167.233.60:8118,false,4144.9766159058,82,344,19.24882629108,220.167.233.60
true,1739742038.8558,elite,3167.5583108351,1735379024.4937,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Langfang,Asia,AS,China,CN,,false,Chinanet,39.5208,116.7147,false,"Chinanet HE",false,Hebei,success,Asia/Shanghai,,1739317333,1739742103.3475,8089,http,http://27.189.129.211:8089,false,4951.3492584229,377,35057,1.0639498786476,27.189.129.211
true,1739742103.1964,transparent,6583.5505505399,1732785328.3161,"AS141621 PT Galuh Multidata Solution",GMS-AS-ID,Ciamis,Asia,AS,Indonesia,ID,,false,"PT Galuh Multidata Solution",-7.3267,108.3531,false,"PT Galuh Network Group",true,"West Java",success,Asia/Jakarta,46211,1739438745,1739742103.1964,8181,http,http://103.155.65.1:8181,false,5798.8095283508,9458,86521,9.8542389481032,103.155.65.1
true,1739741779.804,elite,3387.4746597668,1735811016.9797,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Langfang,Asia,AS,China,CN,,false,Chinanet,39.5208,116.7147,false,"Chinanet HE",true,Hebei,success,Asia/Shanghai,,1739473364,1739742102.9768,8089,http,http://27.189.129.62:8089,false,11620.933771133,293,29829,0.97271097536684,27.189.129.62
true,1739742102.84,transparent,5852.9785578368,1739700664.5023,"AS23969 TOT Public Company Limited",TOT-NET,"Si Maha Phot",Asia,AS,Thailand,TH,,false,"TOT Public Company Limited",13.9649,101.5169,false,"TOT Public Company Limited",false,"Prachin Buri",success,Asia/Bangkok,25140,1739703018,1739742102.84,8080,http,http://101.109.46.78:8080,false,572.28446006775,61,522,10.463121783877,101.109.46.78
true,1739742102.5626,elite,6323.8339424133,1739691243.963,"AS7552 Viettel Group",VIETEL-AS-AP,"Can Tho",Asia,AS,Vietnam,VN,,false,"Viettel Corporation",10.0361,105.7941,false,VIETEL,false,"Can Tho",success,Asia/Ho_Chi_Minh,900000,1739725206,1739742102.5626,4007,http,http://171.246.74.115:4007,false,7015.7761573792,12,312,3.7037037037037,171.246.74.115
true,1739742102.2717,transparent,6576.3119956246,1710674830.2366,"AS136244 Panay Broadband / Buenavista Cable TV Inc.",PBBCTI-AS-AP,"Iloilo City",Asia,AS,Philippines,PH,,false,"Panay Broadband / Buenavista Cable TV., Inc.",10.8267,122.5321,false,"Panay Broadband / Buenavista Cable TV., Inc",true,"Western Visayas",success,Asia/Manila,5002,1739317360,1739742102.2717,8083,http,http://103.84.177.35:8083,false,3443.2945251465,34263,408000,7.7472001953589,103.84.177.35
true,1739742102.1062,transparent,5451.4263215482,1734419287.793,"AS272112 TELECABLE DOMINICANO, S.A.","TELECABLE DOMINICANO, S.A.","Santo Domingo","North America",NA,"Dominican Republic",DO,,false,"TELECABLE DOMINICANO, S.A.",18.5668,-69.8487,false,"Telecable Dominicano S.A",true,Nacional,success,America/Santo_Domingo,11404,1739317430,1739742102.1062,999,http,http://38.159.227.194:999,false,9966.3412570953,6917,66337,9.4424877822371,38.159.227.194
true,1739742101.9429,transparent,6364.2902558896,1737471699.7734,"AS28173 Dinamica Telecomunicacoes Ltda","Dinamica Telecomunicacoes Ltda","Vila Velha","South America",SA,Brazil,BR,,false,"Dinamica Telecomunicacoes Ltda",-20.388,-40.3209,false,"Dinamica Telecomunicacoes Ltda",true,"Espírito Santo",success,America/Sao_Paulo,29100,1739317391,1739742101.9429,8080,http,http://177.137.238.242:8080,false,7046.9260215759,2984,25881,10.337779317513,177.137.238.242
true,1739742101.665,transparent,9654.9436408751,1739159146.8418,,,Belgrade,Europe,EU,Serbia,RS,"New Belgrade",false,"TELEKOM SRBIJA a.d",44.8178,20.4124,false,"TELEKOM SRBIJA a.d",false,"Central Serbia",success,Europe/Belgrade,,1739160507,1739742101.665,3128,http,http://109.94.228.177:3128,false,8069.9353218079,419,7624,5.2094989431804,109.94.228.177
true,1739742101.3691,elite,6224.006377777,1720453958.5238,"AS13489 UNE EPM TELECOMUNICACIONES S.A.","UNE EPM TELECOMUNICACIONES S.A.",Manizales,"South America",SA,Colombia,CO,,false,"EPM Telecomunicaciones S.A. E.S.P.",5.072,-75.515,false,"EPM Telecomunicaciones S.A. E.S.P",true,"Caldas Department",success,America/Bogota,170001,1739318073,1739742101.3691,35232,http,http://181.129.140.83:35232,false,4906.2440395355,1269,22730,5.2877203216801,181.129.140.83
true,1739742100.6943,transparent,6713.7075263106,1734370183.5265,"AS269804 SEPCOM COMUNICACIONES SAS","SEPCOM COMUNICACIONES SAS",Popayán,"South America",SA,Colombia,CO,,false,"Sepcom Comunicaciones SAS",2.4402,-76.6123,false,"Sepcom Comunicaciones",true,"Cauca Department",success,America/Bogota,190001,1739317305,1739742100.6943,999,http,http://45.167.124.141:999,false,4197.5853443146,3339,69149,4.6062796600817,45.167.124.141
true,1739742100.2654,transparent,9744.6455481041,1739381671.1598,,,Belgrade,Europe,EU,Serbia,RS,"New Belgrade",false,"TELEKOM SRBIJA a.d",44.8178,20.4124,false,"TELEKOM SRBIJA a.d",false,"Central Serbia",success,Europe/Belgrade,,1739385518,1739742100.2654,3128,http,http://178.250.136.238:3128,false,8131.046295166,201,4914,3.9296187683284,178.250.136.238
true,1739741977.5994,elite,1956.0594552038,1710634251.4411,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Singapore,Asia,AS,Singapore,SG,"Central Water Catchment",true,"Alibaba Cloud (Singapore) Private Limited",1.35208,103.82,false,"Alibaba.com Singapore E-Commerce Private Limited",true,"North West",success,Asia/Singapore,858877,1739317330,1739742100.2621,80,http,http://8.219.97.248:80,false,421.12064361572,341818,122957,73.544833521596,8.219.97.248
true,1739742100.208,transparent,5989.0155408695,1721794248.91,"AS262186 TV AZTECA SUCURSAL COLOMBIA","TV AZTECA SUCURSAL COLOMBIA",Uribe,"South America",SA,Colombia,CO,,false,"TV AZTECA SUCURSAL COLOMBIA",3.2409,-74.355,false,"TV AZTECA SUCURSAL COLOMBIA",true,"Meta Department",success,America/Bogota,,1739351190,1739742100.208,999,http,http://190.2.209.62:999,false,5278.1393527985,7734,245559,3.053380867217,190.2.209.62
true,1739742099.5802,transparent,7643.3921063396,1730341805.1522,"AS27988 Servicios y Telecomunicaciones S.A.","Servicios y Telecomunicaciones S.A.","Buenos Aires","South America",SA,Argentina,AR,,false,"Servicios y Telecomunicaciones S.A",-34.6037,-58.3816,false,"Wilson Brest",true,"Buenos Aires F.D.",success,America/Argentina/Buenos_Aires,1871,1739414550,1739742099.5802,8080,http,http://190.122.88.118:8080,false,14572.0038414,11903,120938,8.9603360408308,190.122.88.118
true,1739742098.512,transparent,6554.3311073301,1712483681.1558,"AS136290 Country Online Services PVT LTD",COUNTRYONLINE-AS-IN,Hyderabad,Asia,AS,India,IN,,false,"Country Online Services PVT LTD",17.3843,78.4583,false,"Country Online Services PVT LTD",false,Telangana,success,Asia/Kolkata,500002,1739474506,1739742098.512,83,http,http://103.48.68.110:83,false,12342.596292496,30693,382350,7.4309454463579,103.48.68.110
true,1739742059.8678,transparent,5576.6817253629,1737639223.8244,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Guangzhou,Asia,AS,China,CN,,false,Chinanet,23.1181,113.2539,false,"Chinanet GD",true,Guangdong,success,Asia/Shanghai,,1739453869,1739742098.4795,3128,http,http://61.141.226.225:3128,false,3578.9875984192,12447,14070,46.93969906098,61.141.226.225
true,1739741754.4609,elite,1525.4518985748,1739381179.1984,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1739505367,1739742098.2564,31397,http,http://67.43.228.252:31397,false,920.54605484009,15,2029,0.73385518590998,67.43.228.252
true,1739742098.1992,elite,9241.1741495678,1717517549.798,"AS51167 Contabo GmbH",CONTABO,Lauterbourg,Europe,EU,France,FR,,true,"Contabo GmbH",48.9742,8.1851,false,"Contabo GmbH",true,"Grand Est",success,Europe/Paris,67630,1739318025,1739742098.1992,80,socks4,socks4://173.249.42.63:80,true,10774.287939072,437,81384,0.53409271458428,173.249.42.63
true,1739742098.1981,elite,4280.7161473867,1721332776.2634,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1739261792,1739742098.1981,18589,socks4,socks4://67.43.227.227:18589,true,10796.695232391,264,60812,0.43224834632261,67.43.227.227
true,1739742098.1309,elite,4167.0813876291,1715289316.614,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1739449572,1739742098.1309,21317,socks4,socks4://72.10.164.178:21317,true,10854.726314545,838,114351,0.72750002170346,72.10.164.178
true,1739742098.1301,elite,10581.344667045,1716645332.011,"AS63023 GTHost",AS-GLOBALTELEHOST,Miami,"North America",NA,"United States",US,,true,GTHost,25.7616,-80.1917,false,"Globaltelehost Corp",true,Florida,success,America/New_York,,1739540307,1739742098.1301,28608,socks4,socks4://38.91.107.2:28608,true,10879.534006119,465,74053,0.62401030623474,38.91.107.2
true,1739741787.8654,elite,960.28612273029,1723338848.111,"AS7029 Windstream Communications LLC",WINDSTREAM,Linwood,"North America",NA,"United States",US,,false,"Windstream Communications LLC",39.3452,-74.5804,false,"Parker Hannifin - Columbia TN",false,"New Jersey",success,America/New_York,08221,1739327361,1739742097.4414,8080,http,http://40.129.203.4:8080,false,2829.2920589447,5372,1895,73.923214531444,40.129.203.4
true,1739742096.2045,transparent,4982.6202094555,1739717717.8151,"AS58821 PT Lintas Jaringan Nusantara",IDNIC-LJN-AS-ID,Bandung,Asia,AS,Indonesia,ID,,false,"PT Lintas Jaringan Nusantara",-6.9217,107.6071,false,"PT Lintas Jaringan Nasional",false,"West Java",success,Asia/Jakarta,40111,1739717735,1739742096.2045,3127,http,http://103.155.198.50:3127,false,7357.4097156525,56,300,15.730337078652,103.155.198.50
true,1739742017.4369,transparent,6089.5258495564,1737176331.6611,"AS271899 GIGAPOP, C.A.","GIGAPOP, C.A.",Maracaibo,"South America",SA,Venezuela,VE,,false,"GIGAPOP, C.A.",10.6658,-71.621,false,"GIGAPOP, C.A",true,Zulia,success,America/Caracas,,1739596232,1739742095.0043,999,http,http://38.7.1.118:999,false,8308.4442615509,3242,30027,9.7448074784334,38.7.1.118
true,1739741985.9438,elite,5179.0028226557,1713896949.0152,"AS8075 Microsoft Corporation",MICROSOFT-CORP-MSN-AS-BLOCK,Quincy,"North America",NA,"United States",US,,true,"Microsoft Corporation",47.233,-119.852,false,"Microsoft Azure Cloud (westus2)",true,Washington,success,America/Los_Angeles,98848,1739385584,1739742094.9848,80,http,http://4.155.2.13:80,false,12794.585227966,203812,209569,49.303669012364,4.155.2.13
true,1739742094.6201,transparent,9639.9300766452,1739381222.0028,,,Belgrade,Europe,EU,Serbia,RS,"New Belgrade",false,"TELEKOM SRBIJA a.d",44.8178,20.4124,false,"TELEKOM SRBIJA a.d",false,"Central Serbia",success,Europe/Belgrade,,1739382889,1739742094.6201,3128,http,http://178.250.136.20:3128,false,5828.7386894226,207,4960,4.0061931488291,178.250.136.20
true,1739742093.9845,transparent,6410.2435095327,1738966814.6906,"AS6147 Telefonica del Peru S.A.A.","Telefonica del Peru S.A.A.",Lima,"South America",SA,Peru,PE,,false,"Telefonica del Peru",-12.0432,-77.0282,false,PE-TDPERX6-LACNIC,false,"Lima Province",success,America/Lima,,1739571703,1739742093.9845,8080,http,http://201.230.137.101:8080,false,641.06392860413,1001,10350,8.8186062901947,201.230.137.101
true,1739742092.727,transparent,4573.4891369939,1739714596.6909,"AS23969 TOT Public Company Limited",TOT-NET,Bangkok,Asia,AS,Thailand,TH,,false,"TOT Public Company Limited",13.7618,100.5324,false,"TOT Public Company Limited",false,Bangkok,success,Asia/Bangkok,10400,1739714598,1739742092.727,8080,http,http://101.109.176.163:8080,false,5371.0110187531,64,337,15.960099750623,101.109.176.163
true,1739742092.6384,transparent,6940.0235168467,1739260842.8017,"AS328471 HERO TELECOMS (PTY) LTD",Hero-Telecoms,Stellenbosch,Africa,AF,"South Africa",ZA,"Stellenbosch Central",false,"HERO TELECOMS (PTY) LTD",-33.9368,18.8596,false,Herotel,false,"Western Cape",success,Africa/Johannesburg,7600,1739260856,1739742092.6384,8080,http,http://102.66.77.140:8080,false,6658.6356163025,752,6356,10.579628587507,102.66.77.140
true,1739742092.4102,transparent,5401.9697618763,1739145848.3082,"AS273067 LOA NETWORK JL S.A.C.","LOA NETWORK JL S.A.C.",Lima,"South America",SA,Peru,PE,,false,"Loa Network",-12.0491,-77.0305,false,"Loa Network",false,Lima,success,America/Lima,15001,1739146662,1739742092.4102,56123,http,http://38.199.6.76:56123,false,589.17021751404,342,8182,4.0122008446739,38.199.6.76
true,1739742091.26,transparent,5992.0213368365,1736138917.2642,"AS45707 Prime Link Communication, PT",PRIMELINK-AS-ID,Teluknaga,Asia,AS,Indonesia,ID,,false,PRIMELINK,-6.10313,106.741,false,,true,"West Java",success,Asia/Jakarta,,1739317365,1739742091.26,8080,http,http://202.43.117.26:8080,false,2703.5779953003,4022,44481,8.2922705812012,202.43.117.26
true,1739742091.2466,elite,3986.5936002914,1728297910.3602,"AS135097 LUOGELANG (FRANCE) LIMITED",MYCLOUD-AS-AP,"San Jose","North America",NA,"United States",US,,false,"LUOGELANG (FRANCE) LIMITED",37.3387,-121.885,false,"CloudFly Net Inc",false,California,success,America/Los_Angeles,95141,1739396173,1739742091.2466,1080,socks4,socks4://154.197.246.205:1080,true,18386.044979095,157,32152,0.48593271224736,154.197.246.205
true,1739741814.5996,elite,627.96308373361,1729931543.2831,"AS38136 Akari Networks",AKARI-NETWORKS-AS-AP,"Hong Kong",Asia,AS,"Hong Kong",HK,,false,"Akari Networks",22.3193,114.169,true,"Akari Networks Limited",true,Kowloon,success,Asia/Hong_Kong,999077,1739609110,1739742091.0151,80,http,http://188.253.112.218:80,false,701.49755477905,37077,101012,26.850074951662,188.253.112.218
true,1739742090.6174,elite,3638.4616773432,1730483318.0993,"AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED",UCLOUD-HK-AS-AP,"Ho Chi Minh City",Asia,AS,Vietnam,VN,,true,"UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED",10.822,106.6257,false,"Ucloud Information Technology (hk) Limited",true,"Ho Chi Minh",success,Asia/Ho_Chi_Minh,700000,1739555967,1739742090.6174,8168,http,http://123.58.199.232:8168,false,8251.537322998,25627,106401,19.410276607992,123.58.199.232
true,1739742090.2537,elite,6605.789618591,1735702025.8957,"AS21003 General Post and Telecommunication Company (GPTC)",GPTC-AS,Tripoli,Africa,AF,Libya,LY,,false,"LTT Autonomous System, Tripoli Libya",32.8877,13.1872,false,Rawafed,true,Tripoli,success,Africa/Tripoli,,1739331266,1739742090.2537,1984,http,http://102.214.106.86:1984,false,4307.30509758,5497,49659,9.9662774675466,102.214.106.86
true,1739742089.4586,transparent,4374.9426752329,1739733159.2915,"AS23969 TOT Public Company Limited",TOT-NET,Bangkok,Asia,AS,Thailand,TH,,false,"TOT Public Company Limited",13.859,100.4772,false,"TOT Public Company Limited",false,Bangkok,success,Asia/Bangkok,10250,1739729939,1739742089.4586,8080,http,http://101.109.139.99:8080,false,3662.6172065735,16,106,13.114754098361,101.109.139.99
true,1739742089.2909,transparent,5806.268128196,1730524525.6252,"AS7713 PT Telekomunikasi Indonesia",telkomnet-as-ap,Bogor,Asia,AS,Indonesia,ID,,false,"Telekomunikasi Indonesia",-6.5945,106.789,false,"HSI Indihome",true,"West Java",success,Asia/Jakarta,16820,1739601922,1739742089.2909,8080,http,http://36.93.4.59:8080,false,13626.839637756,6370,123049,4.9219975428646,36.93.4.59
true,1739741975.908,elite,1256.6606379947,1739379808.2396,"AS4837 CHINA UNICOM China169 Backbone",CHINA169-Backbone,Hangzhou,Asia,AS,China,CN,,false,"China Unicom Zhejiang Province Network",30.2742,120.155,false,,false,Zhejiang,success,Asia/Shanghai,310000,1739379809,1739742088.4776,8085,http,http://101.66.198.50:8085,false,923.42257499695,3770,1571,70.586032578169,101.66.198.50
true,1739742088.1371,elite,2231.6732880965,1738683342.0045,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,"Hong Kong",Asia,AS,"Hong Kong",HK,,true,"Alibaba (US) Technology Co., Ltd.",22.3193,114.169,false,"Alibaba.com Singapore E-Commerce Private Limited",false,Kowloon,success,Asia/Hong_Kong,999077,1739288178,1739742088.1371,49440,http,http://8.217.124.178:49440,false,579.03099060059,4790,10380,31.575477916941,8.217.124.178
true,1739741680.0954,elite,1034.4918787901,1734592383.1148,"AS56040 China Mobile communications corporation",CMNET-GuangDong-AP,Guangzhou,Asia,AS,China,CN,,false,"China Mobile Communications Corporation",23.1181,113.2539,true,"China Mobile Communications Corporation",true,Guangdong,success,Asia/Shanghai,,1739317436,1739742088.1185,38080,http,http://183.240.196.53:38080,false,781.03566169739,17385,4998,77.670553545101,183.240.196.53
true,1739742087.5967,anonymous,5306.4366552565,1739702883.3312,"AS141922 PT Agsa Global Network",IDNIC-AGNPROVIDER-ID,Bengkalis,Asia,AS,Indonesia,ID,,false,"PT Agsa Global Network",1.47,102.1355,false,,false,Riau,success,Asia/Jakarta,28711,1739704708,1739742087.5967,8085,http,http://103.165.150.42:8085,false,500.79488754272,45,458,8.9463220675944,103.165.150.42
true,1739742087.5651,transparent,5670.1469307456,1733747837.9146,"AS272015 INVERSIONES BONAFER, SRL","INVERSIONES BONAFER, SRL","Bella Vista","North America",NA,"Dominican Republic",DO,,false,"INVERSIONES BONAFER, SRL",19.447,-70.7041,false,"INVERSIONES BONAFER, S.R.L",true,"Santiago Province",success,America/Santo_Domingo,11403,1739317490,1739742087.5651,8090,http,http://38.9.48.163:8090,false,4955.5277824402,6846,75349,8.3289737818602,38.9.48.163
true,1739742087.3516,transparent,9637.1166889484,1739380688.9599,,,Belgrade,Europe,EU,Serbia,RS,"New Belgrade",false,"TELEKOM SRBIJA a.d",44.8178,20.4124,false,"TELEKOM SRBIJA a.d",false,"Central Serbia",success,Europe/Belgrade,,1739383533,1739742087.3516,3128,http,http://178.250.136.211:3128,false,6976.8822193146,221,4990,4.2410285933602,178.250.136.211
true,1739742086.0422,elite,1512.7313273648,1732565915.2794,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Nanjing,Asia,AS,China,CN,,false,Chinanet,32.0607,118.763,false,"Chinanet JS",false,Jiangsu,success,Asia/Shanghai,210000,1739317986,1739742086.0422,1080,http,http://121.230.9.115:1080,false,3931.1361312866,384,25624,1.4764687788373,121.230.9.115
true,1739742085.6559,transparent,5618.0590270647,1739379206.3452,"AS42298 Ooredoo Q.S.C.",GCC-MPLS-peering,Doha,Asia,AS,Qatar,QA,,false,Ooredoo,25.2925,51.5321,false,,false,"Baladīyat ad Dawḩah",success,Asia/Qatar,,1739379536,1739742085.6559,8080,http,http://37.211.41.239:8080,false,3563.3594989777,732,4618,13.682242990654,37.211.41.239
true,1739742085.2516,transparent,6757.2415247831,1711112653.6338,"AS41750 Mega-Line Ltd.",AS-MEGALINE-KG,Bishkek,Asia,AS,Kyrgyzstan,KG,,false,MEGALINE,42.8696,74.5932,false,,true,"Gorod Bishkek",success,Asia/Bishkek,,1739317400,1739742085.2516,8080,http,http://158.181.204.159:8080,false,6942.3904418945,39819,381970,9.4405022416421,158.181.204.159
true,1739742084.1327,transparent,6348.4163068147,1729449318.8022,"AS8053 IFX Networks Venezuela C.A.","IFX Networks Venezuela C.A.",Caracas,"South America",SA,Venezuela,VE,,false,"IFX Networks Venezuela C.A.",10.4873,-66.8738,false,"IFX Networks Venezuela C.A",true,"Distrito Federal",success,America/Caracas,,1739317492,1739742084.1327,999,http,http://190.94.213.58:999,false,5617.5808906555,12133,133884,8.3093064506188,190.94.213.58
true,1739742083.5929,transparent,5911.389677484,1738315246.724,"AS9299 Philippine Long Distance Telephone Company",IPG-AS-AP,"Makati City",Asia,AS,Philippines,PH,,false,"Philippine Long Distance Telephone Co.",14.5562,121.0298,false,"Philippine Long Distance Telephone Company",true,"Metro Manila",success,Asia/Manila,1298,1739525713,1739742083.5929,8085,http,http://210.1.70.22:8085,false,6416.3527488708,1644,15016,9.8679471788715,210.1.70.22
true,1739741976.2241,elite,3579.6415464509,1737967464.0337,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Nanjing,Asia,AS,China,CN,,false,Chinanet,32.0589,118.7738,false,"Chinanet JS",true,Jiangsu,success,Asia/Shanghai,,1739317609,1739742083.2773,5200,http,http://49.74.145.131:5200,false,3967.878818512,1923,16669,10.343158347676,49.74.145.131
true,1739742068.6103,elite,2125.6970047951,1738587661.2131,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1739363607,1739742083.2764,21745,http,http://72.10.160.91:21745,false,730.30185699463,20,5934,0.33590863285186,72.10.160.91
true,1739742082.9685,transparent,6139.9933066076,1710700943.9026,"AS15895 ""Kyivstar"" PJSC",KSNET-AS,Kyiv,Europe,EU,Ukraine,UA,,false,"Kyivstar UA",50.4501,30.5234,false,"Kyivstar LLC",true,"Kyiv City",success,Europe/Kiev,01000,1739317458,1739742082.9685,41890,http,http://134.249.185.223:41890,false,13619.817972183,36091,380504,8.663330092776,134.249.185.223
true,1739741893.2342,elite,2130.7201650408,1739480047.824,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1739603009,1739742081.9553,16165,http,http://67.43.227.228:16165,false,2066.189289093,27,1324,1.9985196150999,67.43.227.228
true,1739742081.6321,transparent,6328.4871972893,1717121656.209,"AS8452 TE-AS",TE-AS,Cairo,Africa,AF,Egypt,EG,,false,"TE Data",30.0507,31.2489,false,,true,"Cairo Governorate",success,Africa/Cairo,,1739569776,1739742081.6321,1976,http,http://41.33.56.22:1976,false,12401.398897171,21150,228146,8.4838906360311,41.33.56.22
true,1739742081.1408,transparent,6273.0462096483,1731426842.4591,"AS28458 IENTC S DE RL DE CV","IENTC S DE RL DE CV","Zacate Grande","North America",NA,Mexico,MX,,false,"Ientc S De RL De CV",21.115,-99.0032,false,"IENTC S de RL de CV",true,Hidalgo,success,America/Mexico_City,,1739317236,1739742081.1408,999,http,http://38.49.129.237:999,false,2717.9436683655,11061,104676,9.5570128826564,38.49.129.237
true,1739742080.661,transparent,6188.1833232791,1738325874.8347,"AS142398 PT Digital Akses Nusantara",IDNIC-DIGTANET-AS-ID,Semarang,Asia,AS,Indonesia,ID,,false,"PT Digital Akses Nusantara",-6.9932,110.4215,false,"PT Digital Akses Nusantara",true,"Central Java",success,Asia/Jakarta,50111,1739535491,1739742080.661,8080,http,http://103.172.120.37:8080,false,6312.2613430023,1510,14993,9.1498515421439,103.172.120.37
true,1739742079.9814,transparent,9415.8231974896,1739380962.076,,,Belgrade,Europe,EU,Serbia,RS,"New Belgrade",false,"TELEKOM SRBIJA a.d",44.8178,20.4124,false,"TELEKOM SRBIJA a.d",false,"Central Serbia",success,Europe/Belgrade,,1739381419,1739742079.9814,3128,http,http://178.250.136.236:3128,false,7034.7909927368,191,4950,3.7152304999027,178.250.136.236
true,1739742078.7141,transparent,9685.543713792,1739382316.7497,,,Belgrade,Europe,EU,Serbia,RS,"New Belgrade",false,"TELEKOM SRBIJA a.d",44.8178,20.4124,false,"TELEKOM SRBIJA a.d",false,"Central Serbia",success,Europe/Belgrade,,1739382875,1739742078.7141,3128,http,http://178.250.136.180:3128,false,8646.4312076569,193,4968,3.739585351676,178.250.136.180
true,1739742077.9594,transparent,6772.2534124896,1710542472.4713,"AS4761 INDOSAT Internet Network Provider",INDOSAT-INP-AP,Sidoarjo,Asia,AS,Indonesia,ID,,false,"PT. INDOSAT Tbk",-7.4469,112.7181,true,"IOH B2B",true,"East Java",success,Asia/Jakarta,61256,1739317534,1739742077.9594,8080,http,http://114.5.97.150:8080,false,4780.4660797119,39343,427442,8.4285056289298,114.5.97.150
true,1739742077.8551,transparent,6694.2838153427,1737560568.3735,"AS152373 PT Anugerah Media Data Nusantara",IDNIC-AMAN-AS-ID,Malang,Asia,AS,Indonesia,ID,,false,"PT Anugerah Media Data Nusantara",-7.9826,112.6308,false,"PT Anugerah Media Data Nusantara",true,"East Java",success,Asia/Jakarta,65158,1739376119,1739742077.8551,8080,http,http://157.15.62.100:8080,false,3572.7875232697,2733,24828,9.9161859148797,157.15.62.100
